,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Christmas Day (Observed),Christmas Day (Observed)_lower,Christmas Day (Observed)_upper,Columbus Day,Columbus Day_lower,Columbus Day_upper,Independence Day,Independence Day_lower,Independence Day_upper,Labor Day,Labor Day_lower,Labor Day_upper,Martin Luther King Jr. Day,Martin Luther King Jr. Day_lower,Martin Luther King Jr. Day_upper,Memorial Day,Memorial Day_lower,Memorial Day_upper,Month,Month_lower,Month_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,New Year's Day (Observed),New Year's Day (Observed)_lower,New Year's Day (Observed)_upper,Thanksgiving,Thanksgiving_lower,Thanksgiving_upper,Veterans Day,Veterans Day_lower,Veterans Day_upper,Veterans Day (Observed),Veterans Day (Observed)_lower,Veterans Day (Observed)_upper,Washington's Birthday,Washington's Birthday_lower,Washington's Birthday_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,yhat
89,2011-03-31,2859.3038639622782,2340.4072780261026,4788.795914172788,2859.3038639622782,2859.3038639622782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05427166484381267,0.05427166484381267,0.05427166484381267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.6037186307049,508.6037186307049,508.6037186307049,0.0,0.0,0.0,0.05427166484381267,0.05427166484381267,0.05427166484381267,184.3040627600372,184.3040627600372,184.3040627600372,324.2996558706678,324.2996558706678,324.2996558706678,3523.086763584562
90,2011-04-01,2865.1244859827275,2230.3937806716895,4736.307168592701,2865.1244859827275,2865.1244859827275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036888782598395696,0.036888782598395696,0.036888782598395696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0682741225461,464.0682741225461,464.0682741225461,0.0,0.0,0.0,0.036888782598395696,0.036888782598395696,0.036888782598395696,149.46488581359537,149.46488581359537,149.46488581359537,314.6033883089507,314.6033883089507,314.6033883089507,3434.8837143860305
91,2011-04-02,2870.9451080031763,2106.5298116271956,4436.649173870677,2870.9451080031763,2870.9451080031763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0028629391907702764,-0.0028629391907702764,-0.0028629391907702764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.83954522436466,349.83954522436466,349.83954522436466,0.0,0.0,0.0,-0.0028629391907702764,-0.0028629391907702764,-0.0028629391907702764,48.160987431214494,48.160987431214494,48.160987431214494,301.67855779315016,301.67855779315016,301.67855779315016,3212.565311963288
92,2011-04-03,2876.7657300236256,1644.3946199152579,4141.904145025562,2876.7657300236256,2876.7657300236256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004660623000035157,-0.004660623000035157,-0.004660623000035157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.163421473105235,18.163421473105235,18.163421473105235,0.0,0.0,0.0,-0.004660623000035157,-0.004660623000035157,-0.004660623000035157,-268.13717733074856,-268.13717733074856,-268.13717733074856,286.30059880385375,286.30059880385375,286.30059880385375,2881.52163096967
93,2011-04-04,2882.586352044075,1825.5843482246748,4136.859028801232,2882.586352044075,2882.586352044075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00886773769904271,-0.00886773769904271,-0.00886773769904271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.12857500685159,124.12857500685159,124.12857500685159,0.0,0.0,0.0,-0.00886773769904271,-0.00886773769904271,-0.00886773769904271,-145.16700957132196,-145.16700957132196,-145.16700957132196,269.29558457817353,269.29558457817353,269.29558457817353,2981.152907386159
94,2011-04-05,2888.7634411242498,1633.710689270762,4084.8300902231363,2888.7634411242498,2888.7634411242498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08655839702245187,-0.08655839702245187,-0.08655839702245187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.2488744963843,263.2488744963843,263.2488744963843,0.0,0.0,0.0,-0.08655839702245187,-0.08655839702245187,-0.08655839702245187,11.728953104458194,11.728953104458194,11.728953104458194,251.51992139192612,251.51992139192612,251.51992139192612,2901.965582779857
95,2011-04-06,2894.940530204425,1688.1675831740192,4064.264683378098,2894.940530204425,2894.940530204425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1035463734269427,-0.1035463734269427,-0.1035463734269427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.48455440916007,253.48455440916007,253.48455440916007,0.0,0.0,0.0,-0.1035463734269427,-0.1035463734269427,-0.1035463734269427,19.645297793511062,19.645297793511062,19.645297793511062,233.83925661564902,233.83925661564902,233.83925661564902,2848.664491424246
96,2011-04-07,2901.1176192846,1828.0099120174073,4260.350624899016,2901.1176192846,2901.1176192846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08594130590115884,-0.08594130590115884,-0.08594130590115884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.4112349943079,401.4112349943079,401.4112349943079,0.0,0.0,0.0,-0.08594130590115884,-0.08594130590115884,-0.08594130590115884,184.30406275998328,184.30406275998328,184.30406275998328,217.10717223432468,217.10717223432468,217.10717223432468,3053.2030175047285
97,2011-04-08,2907.2947083647755,2105.7947173039815,4475.328370330955,2907.2947083647755,2907.2947083647755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012775332300341011,0.012775332300341011,0.012775332300341011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.6091270719524,351.6091270719524,351.6091270719524,0.0,0.0,0.0,0.012775332300341011,0.012775332300341011,0.012775332300341011,149.4648858135467,149.4648858135467,149.4648858135467,202.14424125840574,202.14424125840574,202.14424125840574,3296.0454914311113
98,2011-04-09,2913.471797444951,2020.8292120239469,4342.149735421353,2913.471797444951,2913.471797444951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005129052862334379,0.005129052862334379,0.005129052862334379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.87900115784066,237.87900115784066,237.87900115784066,0.0,0.0,0.0,0.005129052862334379,0.005129052862334379,0.005129052862334379,48.16098743081893,48.16098743081893,48.16098743081893,189.71801372702174,189.71801372702174,189.71801372702174,3166.2941494648076
99,2011-04-10,2919.648886525126,1422.6335454055215,3776.402725769454,2919.648886525126,2919.648886525126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07958148896991633,-0.07958148896991633,-0.07958148896991633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87.61270516643361,-87.61270516643361,-87.61270516643361,0.0,0.0,0.0,-0.07958148896991633,-0.07958148896991633,-0.07958148896991633,-268.13717733084997,-268.13717733084997,-268.13717733084997,180.52447216441635,180.52447216441635,180.52447216441635,2599.6861756996645
100,2011-04-11,2925.825975605301,1906.401915176432,4226.993352283704,2925.825975605301,2925.825975605301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027084884624678496,0.027084884624678496,0.027084884624678496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.004444615571185,30.004444615571185,30.004444615571185,0.0,0.0,0.0,0.027084884624678496,0.027084884624678496,0.027084884624678496,-145.16700957201436,-145.16700957201436,-145.16700957201436,175.17145418758554,175.17145418758554,175.17145418758554,3035.076079202029
101,2011-04-12,2932.0030646854766,1933.0590551679288,4243.000460979618,2932.0030646854766,2932.0030646854766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01652671906327923,-0.01652671906327923,-0.01652671906327923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.89343685742023,185.89343685742023,185.89343685742023,0.0,0.0,0.0,-0.01652671906327923,-0.01652671906327923,-0.01652671906327923,11.728953104236133,11.728953104236133,11.728953104236133,174.1644837531841,174.1644837531841,174.1644837531841,3069.440110600166
102,2011-04-13,2938.1801537656515,1845.0552268551485,4354.851966962238,2938.1801537656515,2938.1801537656515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007956364011236037,-0.007956364011236037,-0.007956364011236037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.54068169747705,197.54068169747705,197.54068169747705,0.0,0.0,0.0,-0.007956364011236037,-0.007956364011236037,-0.007956364011236037,19.645297793466167,19.645297793466167,19.645297793466167,177.89538390401088,177.89538390401088,177.89538390401088,3112.3436046291795
103,2011-04-14,2944.357242845827,2317.7929069964084,4745.84513911071,2944.357242845827,2944.357242845827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05875705960654186,0.05875705960654186,0.05875705960654186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.9380276243373,370.9380276243373,370.9380276243373,0.0,0.0,0.0,0.05875705960654186,0.05875705960654186,0.05875705960654186,184.30406276012073,184.30406276012073,184.30406276012073,186.6339648642166,186.6339648642166,186.6339648642166,3488.2970444910097
104,2011-04-15,2950.5343319260023,2069.798388072352,4448.732301832815,2950.5343319260023,2950.5343319260023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015344904561995637,0.0015344904561995637,0.0015344904561995637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.9878800555118,349.9878800555118,349.9878800555118,0.0,0.0,0.0,0.0015344904561995637,0.0015344904561995637,0.0015344904561995637,149.464885813498,149.464885813498,149.464885813498,200.52299424201382,200.52299424201382,200.52299424201382,3305.0497787545437
105,2011-04-16,2956.7114210061773,2119.422762696437,4524.503887694011,2956.7114210061773,2956.7114210061773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01723692300009659,0.01723692300009659,0.01723692300009659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.73755088476685,267.73755088476685,267.73755088476685,0.0,0.0,0.0,0.01723692300009659,0.01723692300009659,0.01723692300009659,48.160987431315505,48.160987431315505,48.160987431315505,219.5765634534513,219.5765634534513,219.5765634534513,3275.4135789883335
106,2011-04-17,2962.8885100863527,1657.0185779500102,4085.5491075214545,2962.8885100863527,2962.8885100863527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006199593544649775,-0.006199593544649775,-0.006199593544649775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.45530834157833,-24.45530834157833,-24.45530834157833,0.0,0.0,0.0,-0.006199593544649775,-0.006199593544649775,-0.006199593544649775,-268.13717733056836,-268.13717733056836,-268.13717733056836,243.6818689889901,243.6818689889901,243.6818689889901,2920.0644972641257
107,2011-04-18,2969.0655991665276,2019.3487068097807,4420.581830744967,2969.0655991665276,2969.0655991665276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04663003789300334,0.04663003789300334,0.04663003789300334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.43732197821524,127.43732197821524,127.43732197821524,0.0,0.0,0.0,0.04663003789300334,0.04663003789300334,0.04663003789300334,-145.16700957159284,-145.16700957159284,-145.16700957159284,272.604331549808,272.604331549808,272.604331549808,3234.9505625406905
108,2011-04-19,2975.242688246703,2156.2758787350645,4625.42706710522,2975.242688246703,2975.242688246703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02916654627748635,0.02916654627748635,0.02916654627748635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.72483625812475,317.72483625812475,317.72483625812475,0.0,0.0,0.0,0.02916654627748635,0.02916654627748635,0.02916654627748635,11.728953104776878,11.728953104776878,11.728953104776878,305.99588315334785,305.99588315334785,305.99588315334785,3379.7450780583285
109,2011-04-20,2981.4197773268784,2086.0316127531664,4485.958608252881,2981.4197773268784,2981.4197773268784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003141125282381591,0.003141125282381591,0.003141125282381591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0514624900794,363.0514624900794,363.0514624900794,0.0,0.0,0.0,0.003141125282381591,0.003141125282381591,0.003141125282381591,19.645297793421317,19.645297793421317,19.645297793421317,343.4061646966581,343.4061646966581,343.4061646966581,3353.836252856912
110,2011-04-21,2987.5968664070533,2369.4844637753035,4799.4106073790945,2987.5968664070533,2987.5968664070533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009239309042828285,0.009239309042828285,0.009239309042828285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.6003594478075,568.6003594478075,568.6003594478075,0.0,0.0,0.0,0.009239309042828285,0.009239309042828285,0.009239309042828285,184.30406275980826,184.30406275980826,184.30406275980826,384.2962966879992,384.2962966879992,384.2962966879992,3583.8005565989806
111,2011-04-22,2993.7739554872287,2362.4989590022014,4845.8664323400535,2993.7739554872287,2993.7739554872287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02889490061714512,0.02889490061714512,0.02889490061714512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.5197019767228,577.5197019767228,577.5197019767228,0.0,0.0,0.0,0.02889490061714512,0.02889490061714512,0.02889490061714512,149.46488581368368,149.46488581368368,149.46488581368368,428.05481616303905,428.05481616303905,428.05481616303905,3657.7984583779526
112,2011-04-23,2999.951044567404,2450.513921667328,4920.140150656727,2999.951044567404,2999.951044567404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03720424073092448,0.03720424073092448,0.03720424073092448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.1763025815885,522.1763025815885,522.1763025815885,0.0,0.0,0.0,0.03720424073092448,0.03720424073092448,0.03720424073092448,48.16098743120552,48.16098743120552,48.16098743120552,474.01531515038306,474.01531515038306,474.01531515038306,3633.738247992067
113,2011-04-24,3006.128133647579,2109.9221394680803,4468.720910639233,3006.128133647579,3006.128133647579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017026964806422955,0.017026964806422955,0.017026964806422955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.3380947138886,253.3380947138886,253.3380947138886,0.0,0.0,0.0,0.017026964806422955,0.017026964806422955,0.017026964806422955,-268.13717733085525,-268.13717733085525,-268.13717733085525,521.4752720447439,521.4752720447439,521.4752720447439,3310.651466296683
114,2011-04-25,3012.3052227277544,2250.678849528458,4771.629377231828,3012.3052227277544,3012.3052227277544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01772022688684768,0.01772022688684768,0.01772022688684768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.5485285079987,424.5485285079987,424.5485285079987,0.0,0.0,0.0,0.01772022688684768,0.01772022688684768,0.01772022688684768,-145.16700957154063,-145.16700957154063,-145.16700957154063,569.7155380795393,569.7155380795393,569.7155380795393,3490.232483234925
115,2011-04-26,3018.48231180793,2581.661184281628,5047.711485784519,3018.48231180793,3018.48231180793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054271664843828706,0.054271664843828706,0.054271664843828706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.7488806121183,629.7488806121183,629.7488806121183,0.0,0.0,0.0,0.054271664843828706,0.054271664843828706,0.054271664843828706,11.728953104355138,11.728953104355138,11.728953104355138,618.0199275077632,618.0199275077632,618.0199275077632,3812.049252783513
116,2011-04-27,3024.6594008881048,2657.1983783977175,5062.459624755799,3024.6594008881048,3024.6594008881048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03688878259833785,0.03688878259833785,0.03688878259833785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.3396602100992,685.3396602100992,685.3396602100992,0.0,0.0,0.0,0.03688878259833785,0.03688878259833785,0.03688878259833785,19.645297793618585,19.645297793618585,19.645297793618585,665.6943624164807,665.6943624164807,665.6943624164807,3821.5750641715845
117,2011-04-28,3030.8364899682797,2717.702304531198,5103.780739491438,3030.8364899682797,3030.8364899682797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00286293919068158,-0.00286293919068158,-0.00286293919068158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896.389103893838,896.389103893838,896.389103893838,0.0,0.0,0.0,-0.00286293919068158,-0.00286293919068158,-0.00286293919068158,184.30406276013707,184.30406276013707,184.30406276013707,712.0850411337009,712.0850411337009,712.0850411337009,3918.54849329444
118,2011-04-29,3037.013785041446,2848.6656624722855,5033.467403263933,3037.013785041446,3037.013785041446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004660623000023975,-0.004660623000023975,-0.004660623000023975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906.0600181382125,906.0600181382125,906.0600181382125,0.0,0.0,0.0,-0.004660623000023975,-0.004660623000023975,-0.004660623000023975,149.4648858136619,149.4648858136619,149.4648858136619,756.5951323245506,756.5951323245506,756.5951323245506,3928.9194268817046
119,2011-04-30,3043.191080114613,2617.2971604795157,5079.487326175984,3043.191080114613,3043.191080114613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008867737699031365,-0.008867737699031365,-0.008867737699031365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,846.8605314734708,846.8605314734708,846.8605314734708,0.0,0.0,0.0,-0.008867737699031365,-0.008867737699031365,-0.008867737699031365,48.16098743080996,48.16098743080996,48.16098743080996,798.6995440426607,798.6995440426607,798.6995440426607,3863.0653913215956
120,2011-05-01,3049.36837518778,2213.705962239085,4523.838281844885,3049.36837518778,3049.36837518778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0865583970225524,-0.0865583970225524,-0.0865583970225524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.8201994247382,569.8201994247382,569.8201994247382,0.0,0.0,0.0,-0.0865583970225524,-0.0865583970225524,-0.0865583970225524,-268.1371773308579,-268.1371773308579,-268.1371773308579,837.9573767555961,837.9573767555961,837.9573767555961,3355.240136124999
121,2011-05-02,3055.5456702609467,2352.1216386730753,4693.974032650075,3055.5456702609467,3055.5456702609467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10354637342692138,-0.10354637342692138,-0.10354637342692138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728.8547302866228,728.8547302866228,728.8547302866228,0.0,0.0,0.0,-0.10354637342692138,-0.10354637342692138,-0.10354637342692138,-145.167009572239,-145.167009572239,-145.167009572239,874.0217398588619,874.0217398588619,874.0217398588619,3468.0097275517164
122,2011-05-03,3061.7229653341133,2541.4270806601726,4893.720030113286,3061.7229653341133,3061.7229653341133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08594130590117573,-0.08594130590117573,-0.08594130590117573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918.37564342627,918.37564342627,918.37564342627,0.0,0.0,0.0,-0.08594130590117573,-0.08594130590117573,-0.08594130590117573,11.728953104514456,11.728953104514456,11.728953104514456,906.6466903217556,906.6466903217556,906.6466903217556,3716.9701388119493
123,2011-05-04,3067.9002604072803,2935.9973667024883,5262.944131260481,3067.9002604072803,3067.9002604072803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012775332300295823,0.012775332300295823,0.012775332300295823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955.3364352866134,955.3364352866134,955.3364352866134,0.0,0.0,0.0,0.012775332300295823,0.012775332300295823,0.012775332300295823,19.6452977932559,19.6452977932559,19.6452977932559,935.6911374933576,935.6911374933576,935.6911374933576,4062.430140984761
124,2011-05-05,3074.077555480447,3048.1910916933266,5499.956495940106,3074.077555480447,3074.077555480447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051290528623589,0.0051290528623589,0.0051290528623589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145.423709977911,1145.423709977911,1145.423709977911,0.0,0.0,0.0,0.0051290528623589,0.0051290528623589,0.0051290528623589,184.30406276008318,184.30406276008318,184.30406276008318,961.1196472178277,961.1196472178277,961.1196472178277,4235.268371743407
125,2011-05-06,3080.2548505536133,2744.5274223610286,5225.6632456586685,3080.2548505536133,3080.2548505536133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0795814889698905,-0.0795814889698905,-0.0795814889698905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1132.465054438851,1132.465054438851,1132.465054438851,0.0,0.0,0.0,-0.0795814889698905,-0.0795814889698905,-0.0795814889698905,149.4648858135863,149.4648858135863,149.4648858135863,983.0001686252648,983.0001686252648,983.0001686252648,3967.5886375786804
